gender,race ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group B,bachelors degree,standard,completed,54,70,69
male,group D,high school,standard,none,64,58,57
female,group C,masters degree,standard,none,74,86,87
female,group C,some high school,standard,none,49,58,52
male,group D,masters degree,standard,none,62,56,51
male,group D,bachelors degree,free reduced,completed,77,63,67
male,group C,high school,free reduced,completed,42,47,41
male,group D,some college,standard,none,83,74,71
female,group A,some college,standard,none,64,71,66
male,group B,high school,standard,completed,74,61,61
male,group B,associates degree,standard,none,83,70,70
male,group A,associates degree,free reduced,none,69,72,66
male,group E,high school,standard,completed,85,81,78
male,group D,some high school,free reduced,none,71,70,67
female,group C,associates degree,free reduced,none,54,75,71
male,group D,some college,free reduced,none,54,56,48
male,group C,associates degree,standard,completed,68,60,58
male,group B,associates degree,free reduced,none,51,45,46
female,group C,high school,standard,none,73,83,71
female,group E,associates degree,standard,none,74,69,71
female,group E,bachelors degree,free reduced,none,69,74,71
female,group D,some high school,standard,completed,89,100,100
female,group C,high school,standard,completed,69,86,90
female,group B,some high school,free reduced,none,40,57,48
male,group D,masters degree,free reduced,none,57,53,53
female,group C,some college,standard,completed,71,77,78
female,group D,high school,standard,completed,68,71,73
female,group B,bachelors degree,standard,completed,85,96,100
male,group C,some high school,standard,none,81,73,75
male,group A,some college,standard,completed,83,78,71
female,group D,some high school,standard,completed,64,73,76
female,group B,some high school,standard,none,52,55,51
female,group D,high school,free reduced,none,67,78,78
female,group D,some college,free reduced,none,62,74,79
male,group E,associates degree,free reduced,none,52,60,49
female,group B,associates degree,standard,completed,57,73,67
male,group A,some college,free reduced,none,58,48,50
male,group E,associates degree,standard,none,86,71,67
female,group C,some college,standard,none,41,49,47
female,group E,some college,standard,completed,86,93,90
male,group C,some high school,standard,completed,70,69,62
male,group C,some college,standard,completed,51,56,59
female,group E,some high school,free reduced,none,28,33,30
male,group C,some high school,standard,none,66,59,51
female,group E,some college,free reduced,none,62,76,66
female,group C,bachelors degree,standard,none,76,86,87
female,group D,associates degree,standard,none,64,75,69
female,group C,high school,standard,none,65,74,62
female,group A,some college,standard,completed,57,60,66
female,group E,some high school,standard,none,99,96,95
female,group C,bachelors degree,standard,none,66,69,71
male,group E,high school,free reduced,none,62,70,57
female,group E,associates degree,standard,completed,97,100,100
female,group E,associates degree,free reduced,none,59,63,61
female,group E,some high school,free reduced,completed,72,79,72
male,group D,some college,free reduced,none,63,60,57
female,group C,some high school,free reduced,none,61,75,65
female,group C,bachelors degree,standard,none,54,61,62
male,group B,masters degree,standard,none,65,63,65
male,group E,high school,standard,none,59,51,46
male,group C,some high school,standard,completed,97,85,88
female,group C,high school,free reduced,none,58,60,55
female,group C,some college,standard,none,57,64,68
male,group D,some high school,standard,completed,83,79,80
male,group C,some college,standard,none,83,66,69
male,group D,some college,standard,completed,86,79,84
female,group C,associates degree,standard,none,59,69,70
female,group A,associates degree,free reduced,none,37,55,49
male,group A,bachelors degree,standard,none,49,55,50
male,group B,high school,standard,none,61,64,55
male,group E,some college,standard,completed,67,62,66
female,group C,some high school,free reduced,completed,28,46,47
male,group D,bachelors degree,standard,none,78,76,78
female,group C,some college,standard,none,62,75,71
female,group B,masters degree,standard,none,66,74,78
female,group C,bachelors degree,free reduced,none,76,90,91
male,group A,some college,standard,none,71,72,66
female,group E,bachelors degree,free reduced,none,63,64,69
male,group C,high school,standard,none,43,37,38
male,group B,associates degree,standard,none,82,78,73
female,group E,masters degree,standard,none,82,85,84
female,group E,some college,standard,none,70,78,73
male,group E,some college,standard,none,96,86,86
male,group E,bachelors degree,free reduced,completed,75,72,69
female,group B,some college,standard,none,52,50,54
male,group B,bachelors degree,standard,none,62,69,65
male,group D,associates degree,free reduced,none,53,65,55
male,group D,some college,standard,completed,84,85,82
female,group C,some college,standard,none,85,98,95
female,group B,associates degree,standard,none,77,89,88
male,group D,masters degree,free reduced,none,56,54,52
male,group D,high school,standard,completed,77,74,73
male,group E,some college,standard,none,87,78,76
female,group E,bachelors degree,standard,none,87,84,89
male,group B,some college,standard,none,94,80,80
female,group B,associates degree,free reduced,completed,70,74,79
male,group C,some college,free reduced,none,42,45,44
female,group C,some college,free reduced,none,34,44,44
female,group B,masters degree,free reduced,none,58,70,69
male,group D,high school,standard,none,41,39,42
male,group B,associates degree,free reduced,none,53,43,45
female,group C,some college,standard,completed,83,84,87
female,group C,some high school,standard,none,47,49,57
female,group C,associates degree,standard,none,65,70,69
male,group D,associates degree,standard,none,51,34,41
male,group C,bachelors degree,free reduced,none,53,50,50
female,group B,some college,free reduced,none,50,60,59
female,group D,some high school,free reduced,none,31,57,50
female,group C,some college,free reduced,none,63,74,73
female,group C,some college,standard,none,71,78,76
female,group B,some college,free reduced,completed,33,43,37
male,group D,some college,standard,none,80,76,76
female,group C,associates degree,free reduced,none,67,75,71
female,group D,some high school,free reduced,none,49,70,65
male,group E,associates degree,standard,none,89,94,83
male,group D,some college,standard,none,69,60,63
male,group D,associates degree,free reduced,none,68,69,70
male,group C,some college,standard,none,59,59,55
male,group C,associates degree,standard,none,76,84,80
male,group D,high school,standard,none,91,86,90
male,group A,some college,standard,none,72,68,65
male,group E,associates degree,standard,completed,90,95,86
female,group C,some high school,standard,completed,67,70,80
female,group C,associates degree,standard,none,72,87,83
male,group C,high school,standard,none,83,83,76
male,group B,high school,standard,none,54,51,52
male,group C,high school,free reduced,none,41,46,38
male,group E,some high school,standard,none,88,79,79
male,group B,some high school,standard,none,56,44,46
male,group D,some college,standard,none,72,70,67
female,group E,some high school,standard,none,55,63,62
female,group A,some high school,free reduced,none,49,56,55
female,group C,high school,standard,none,71,75,74
male,group C,some college,standard,none,67,64,62
female,group C,some college,standard,completed,49,60,62
male,group D,high school,standard,none,78,68,63
male,group E,masters degree,standard,none,79,70,70
female,group E,associates degree,free reduced,none,69,80,77
male,group C,bachelors degree,standard,none,70,61,60
male,group C,bachelors degree,standard,none,78,76,77
female,group D,some college,standard,completed,59,60,64
female,group D,high school,standard,none,56,59,63
female,group C,masters degree,free reduced,none,60,77,76
female,group C,associates degree,free reduced,none,74,79,82
female,group A,some college,standard,none,52,64,59
female,group B,masters degree,standard,none,54,57,63
male,group B,bachelors degree,standard,completed,76,75,73
male,group C,associates degree,standard,none,74,69,69
male,group D,some college,standard,completed,92,95,91
female,group E,bachelors degree,standard,none,89,92,97
female,group A,some high school,free reduced,none,59,80,79
female,group E,associates degree,standard,none,78,78,78
female,group D,high school,standard,none,51,63,56
female,group B,some college,standard,none,50,56,56
male,group C,some college,standard,none,67,61,53
female,group B,high school,free reduced,none,56,68,69
male,group B,high school,standard,none,45,43,37
male,group B,bachelors degree,standard,none,68,63,57
female,group B,some high school,standard,none,71,75,70
male,group C,associates degree,free reduced,completed,68,67,72
female,group C,some college,standard,none,59,60,63
male,group A,some college,standard,none,65,65,65
male,group A,associates degree,free reduced,none,85,78,79
female,group B,associates degree,standard,none,65,73,72
female,group E,associates degree,free reduced,none,53,56,59
female,group C,some high school,standard,completed,64,68,72
male,group C,associates degree,standard,completed,100,91,93
female,group C,high school,standard,none,84,87,90
male,group D,some high school,standard,completed,58,66,55
female,group B,some college,free reduced,completed,72,83,79
female,group D,some high school,free reduced,none,30,43,37
male,group D,some high school,standard,completed,92,81,83
male,group C,high school,standard,none,66,61,55
female,group B,some college,free reduced,none,45,61,55
female,group C,some college,standard,none,59,78,77
male,group B,some college,standard,none,65,62,58
female,group D,high school,standard,completed,64,76,81
female,group D,some high school,standard,none,37,43,39
female,group C,associates degree,standard,none,59,70,63
female,group D,high school,standard,none,55,56,58
female,group C,masters degree,free reduced,none,43,57,56
female,group C,some high school,free reduced,completed,47,64,65
female,group D,associates degree,free reduced,none,73,79,82
female,group C,some high school,standard,none,64,77,73
female,group B,high school,standard,none,74,82,79
male,group C,some high school,free reduced,completed,53,70,61
female,group D,associates degree,free reduced,completed,45,63,69
male,group B,some high school,standard,completed,100,97,90
female,group C,some high school,free reduced,completed,34,45,44
female,group E,associates degree,free reduced,none,64,72,68
female,group C,some college,free reduced,completed,59,79,78
male,group D,some high school,standard,none,60,56,55
female,group D,some high school,standard,completed,97,87,95
male,group C,associates degree,free reduced,completed,73,71,69
female,group E,bachelors degree,free reduced,none,70,81,82
female,group D,some college,standard,none,77,81,83
female,group B,associates degree,free reduced,none,52,70,64
female,group B,some college,standard,none,55,51,58
male,group D,some college,standard,none,77,71,70
male,group B,some high school,standard,completed,74,60,61
male,group D,some college,standard,completed,82,76,83
male,group C,bachelors degree,free reduced,none,31,39,34
female,group E,high school,standard,completed,90,98,97
male,group D,high school,standard,none,76,68,63
female,group A,bachelors degree,standard,none,70,73,73
female,group B,associates degree,standard,none,69,85,79
male,group B,some college,standard,completed,76,71,71
male,group D,associates degree,standard,none,70,53,51
male,group E,high school,standard,none,53,47,41
male,group B,some college,standard,none,59,43,39
male,group B,high school,free reduced,none,70,66,64
female,group C,some college,standard,completed,70,84,80
female,group D,some college,standard,none,68,82,77
male,group B,high school,standard,completed,50,48,54
female,group B,some college,standard,completed,68,79,80
male,group D,high school,free reduced,completed,56,60,58
female,group C,associates degree,standard,none,86,96,92
female,group B,some high school,standard,none,63,69,69
male,group D,masters degree,free reduced,none,62,53,53
female,group A,some college,standard,completed,34,47,47
female,group C,some college,free reduced,none,58,72,66
male,group C,masters degree,standard,none,59,67,62
male,group D,associates degree,standard,none,75,72,66
female,group D,some college,standard,none,43,50,56
male,group A,bachelors degree,standard,none,84,79,79
female,group D,high school,free reduced,completed,58,75,80
male,group D,associates degree,free reduced,completed,69,76,75
male,group C,high school,free reduced,none,47,41,42
female,group D,high school,standard,completed,68,75,80
male,group C,some high school,standard,none,60,56,55
male,group D,some college,standard,none,62,60,59
female,group C,masters degree,standard,none,61,67,72
male,group B,associates degree,standard,none,92,86,79
female,group D,bachelors degree,standard,none,88,82,84
male,group E,high school,free reduced,completed,66,67,61
male,group B,associates degree,free reduced,none,50,45,44
female,group C,associates degree,standard,completed,65,77,78
male,group C,some high school,standard,completed,60,61,56
female,group D,high school,standard,none,62,64,69
male,group C,some high school,standard,none,67,60,50
female,group D,masters degree,standard,none,68,79,78
female,group D,some high school,standard,none,63,75,73
male,group D,high school,free reduced,none,40,44,40
female,group A,some high school,standard,completed,74,75,78
female,group B,associates degree,free reduced,none,44,60,56
male,group D,some high school,standard,none,65,63,65
male,group D,some college,free reduced,none,85,84,77
male,group D,associates degree,standard,completed,72,78,77
female,group E,high school,free reduced,none,61,69,61
male,group D,associates degree,free reduced,completed,69,69,67
male,group D,some high school,free reduced,completed,71,78,75
female,group B,high school,standard,none,68,72,67
female,group B,high school,free reduced,none,51,52,45
female,group D,some college,standard,none,65,64,68
male,group C,bachelors degree,standard,none,70,71,64
female,group D,bachelors degree,standard,none,82,87,82
female,group D,some high school,free reduced,none,64,66,74
male,group C,some high school,standard,completed,60,50,55
female,group B,some college,standard,completed,84,98,88
female,group E,masters degree,standard,none,100,100,100
female,group C,some college,free reduced,completed,54,72,67
female,group C,associates degree,free reduced,completed,51,72,73
male,group B,associates degree,standard,none,75,78,77
female,group A,associates degree,free reduced,completed,62,76,76
male,group E,some high school,standard,none,94,93,86
male,group C,bachelors degree,free reduced,none,76,76,76
female,group C,some college,standard,completed,84,91,97
female,group E,some college,standard,none,63,51,48
female,group C,high school,standard,completed,59,75,76
female,group D,associates degree,standard,none,32,34,35
male,group E,some high school,free reduced,none,75,71,61
female,group B,bachelors degree,standard,completed,73,88,84
male,group C,masters degree,free reduced,completed,74,73,70
male,group D,some college,free reduced,none,73,72,73
female,group C,some college,standard,none,85,84,86
female,group B,some college,free reduced,none,74,69,71
male,group C,some college,standard,none,65,64,66
male,group D,some college,standard,completed,83,80,78
male,group B,some high school,standard,none,72,63,63
male,group D,associates degree,standard,completed,47,57,59
male,group B,high school,standard,none,68,67,54
female,group D,some college,free reduced,none,37,48,51
female,group B,high school,standard,none,59,67,67
male,group D,some college,free reduced,none,56,53,54
female,group D,high school,standard,none,73,67,73
female,group C,bachelors degree,standard,completed,76,82,89
female,group A,some college,standard,completed,55,65,69
female,group C,high school,standard,none,51,59,57
female,group A,some high school,free reduced,none,51,63,60
female,group C,some college,standard,none,59,67,63
male,group E,bachelors degree,standard,completed,68,57,57
female,group B,some college,free reduced,none,63,86,84
female,group C,some college,standard,none,57,72,67
female,group C,some high school,free reduced,completed,35,58,53
female,group A,high school,standard,completed,79,98,95
male,group D,some high school,standard,none,92,80,82
male,group C,some college,free reduced,none,73,70,67
male,group E,high school,standard,none,81,71,72
male,group A,some college,standard,none,53,42,41
female,group E,high school,standard,none,55,59,57
female,group B,some high school,standard,none,60,65,67
female,group C,some college,free reduced,completed,55,63,58
male,group C,masters degree,standard,none,73,68,63
male,group C,associates degree,free reduced,none,74,76,69
female,group B,associates degree,free reduced,completed,60,70,78
female,group D,some high school,standard,none,42,44,48
male,group E,masters degree,standard,none,85,75,70
male,group D,some high school,standard,completed,51,53,54
male,group B,high school,standard,none,81,75,71
female,group C,bachelors degree,standard,none,59,65,67
female,group B,some college,free reduced,completed,55,71,70
male,group D,some high school,standard,completed,77,76,80
male,group B,bachelors degree,standard,none,65,65,58
male,group C,some college,standard,completed,60,60,58
male,group E,bachelors degree,free reduced,completed,98,99,93
female,group C,associates degree,standard,none,77,76,72
female,group D,some high school,free reduced,none,50,61,59
female,group D,bachelors degree,standard,none,83,78,83
male,group B,high school,free reduced,none,51,44,41
male,group B,masters degree,standard,none,76,75,73
male,group C,masters degree,free reduced,none,66,63,56
female,group C,some high school,standard,none,46,43,49
female,group B,some college,free reduced,completed,64,77,82
female,group A,high school,free reduced,none,47,70,65
female,group C,associates degree,standard,completed,70,79,85
female,group C,bachelors degree,free reduced,completed,78,85,89
female,group D,associates degree,free reduced,none,43,58,56
male,group E,associates degree,free reduced,none,52,50,43
female,group C,some high school,standard,none,42,58,51
female,group D,associates degree,standard,none,59,60,64
female,group E,masters degree,standard,none,97,100,97
male,group D,some college,free reduced,completed,51,54,50
male,group B,some high school,standard,none,46,46,46
male,group B,associates degree,standard,none,71,67,62
male,group D,some high school,free reduced,completed,28,27,24
male,group C,bachelors degree,standard,none,96,83,85
female,group E,bachelors degree,standard,completed,97,96,96
female,group C,high school,standard,completed,77,88,89
female,group B,bachelors degree,free reduced,none,80,84,90
female,group C,associates degree,standard,none,57,67,64
male,group E,high school,free reduced,completed,53,48,49
male,group B,some college,standard,none,68,62,61
female,group D,associates degree,free reduced,none,23,38,40
female,group D,bachelors degree,standard,none,77,81,81
female,group C,bachelors degree,standard,none,67,66,70
male,group C,associates degree,free reduced,completed,67,62,65
female,group B,some college,standard,completed,59,59,63
female,group C,associates degree,free reduced,completed,54,58,64
female,group D,high school,standard,none,83,100,100
male,group B,high school,standard,none,73,72,61
male,group B,high school,free reduced,completed,77,82,77
male,group D,some high school,standard,none,65,61,56
female,group B,associates degree,free reduced,completed,61,73,80
female,group C,some college,standard,none,96,91,88
male,group D,associates degree,free reduced,completed,64,60,63
female,group A,bachelors degree,standard,completed,80,100,100
male,group C,associates degree,standard,none,68,71,66
male,group A,high school,standard,none,52,43,38
male,group C,some college,standard,completed,68,63,69
male,group B,high school,standard,none,73,72,66
male,group A,some high school,free reduced,none,60,57,58
female,group D,bachelors degree,free reduced,completed,85,93,95
female,group B,bachelors degree,free reduced,none,69,89,85
male,group E,masters degree,standard,none,90,73,71
male,group E,some high school,standard,completed,67,59,62
female,group B,high school,standard,none,55,71,70
male,group C,high school,standard,none,67,61,56
male,group D,some college,standard,completed,95,94,93
female,group D,some high school,free reduced,none,50,51,55
male,group B,bachelors degree,free reduced,none,74,71,65
female,group C,some high school,standard,none,73,94,85
male,group C,bachelors degree,standard,none,57,57,57
male,group D,associates degree,free reduced,none,76,65,66
male,group D,bachelors degree,standard,completed,65,55,62
female,group B,high school,standard,none,79,85,82
female,group C,some college,free reduced,none,58,77,77
female,group C,some college,free reduced,none,50,58,53
female,group D,high school,free reduced,completed,48,55,62
male,group E,some college,free reduced,none,90,85,77
male,group D,some high school,standard,completed,57,50,55
female,group B,bachelors degree,standard,none,84,85,86
female,group C,some high school,standard,none,75,79,78
male,group B,associates degree,standard,none,61,51,57
male,group E,some college,standard,none,89,90,84
female,group E,masters degree,standard,none,89,94,94
male,group C,associates degree,standard,completed,75,78,80
male,group B,masters degree,free reduced,none,44,36,35
female,group B,some college,standard,completed,81,92,87
male,group C,associates degree,standard,none,60,73,65
female,group B,some high school,free reduced,none,58,68,61
female,group A,some college,free reduced,none,47,60,59
male,group D,associates degree,free reduced,none,75,82,82
female,group C,masters degree,standard,completed,55,84,78
male,group A,associates degree,standard,none,73,82,75
male,group E,bachelors degree,standard,completed,74,72,71
male,group C,some college,standard,completed,68,75,71
female,group A,some high school,standard,none,35,43,49
female,group E,some college,standard,none,91,87,88
male,group B,associates degree,standard,completed,99,80,86
female,group B,associates degree,standard,none,82,90,85
male,group C,associates degree,standard,none,73,71,65
male,group C,bachelors degree,free reduced,none,44,45,41
male,group C,some college,standard,none,63,64,62
female,group C,high school,standard,none,82,87,82
female,group D,high school,free reduced,none,63,74,67
female,group D,some college,free reduced,completed,50,74,78
female,group D,some high school,standard,none,83,90,94
male,group B,associates degree,free reduced,completed,73,72,74
male,group E,associates degree,free reduced,none,71,64,68
male,group D,high school,standard,none,74,70,68
male,group A,some high school,standard,completed,77,64,68
male,group B,bachelors degree,free reduced,none,69,62,58
male,group A,associates degree,standard,completed,57,59,62
male,group D,high school,free reduced,completed,77,90,88
male,group C,bachelors degree,free reduced,none,76,76,68
female,group B,high school,standard,completed,71,77,79
female,group C,high school,standard,none,62,70,70
female,group C,associates degree,free reduced,completed,49,64,66
male,group A,some college,standard,none,58,51,43
female,group B,associates degree,standard,none,53,67,65
male,group C,high school,free reduced,completed,75,71,66
male,group D,some high school,free reduced,none,76,66,74
male,group D,high school,standard,none,74,63,67
male,group C,some high school,standard,none,62,55,52
male,group C,some high school,standard,none,76,65,67
female,group D,high school,standard,none,63,70,74
female,group D,some college,standard,none,69,77,85
male,group B,some high school,standard,completed,94,79,82
male,group C,some high school,free reduced,none,56,57,49
female,group D,some high school,standard,none,81,83,83
male,group D,associates degree,standard,none,62,55,60
male,group C,some college,standard,none,55,44,39
female,group B,bachelors degree,free reduced,none,69,81,74
male,group C,some college,standard,none,59,62,60
male,group E,associates degree,standard,none,74,72,65
male,group D,masters degree,standard,completed,69,64,71
female,group B,high school,free reduced,none,44,53,51
male,group C,some high school,free reduced,none,49,50,49
female,group B,associates degree,free reduced,completed,56,77,78
female,group C,high school,free reduced,none,37,48,45
male,group D,bachelors degree,standard,none,81,86,83
female,group E,some high school,standard,none,68,74,72
male,group C,high school,standard,none,41,47,41
male,group B,some college,free reduced,none,59,53,47
male,group C,some college,standard,none,51,43,45
male,group B,some high school,free reduced,none,68,68,60
male,group B,bachelors degree,free reduced,completed,68,77,79
male,group E,high school,standard,none,94,89,82
female,group E,associates degree,standard,completed,85,84,85
female,group D,some college,standard,completed,69,77,78
male,group E,high school,standard,none,58,48,41
female,group A,high school,standard,completed,64,69,73
male,group C,some high school,free reduced,none,51,59,47
male,group B,masters degree,free reduced,none,55,49,48
male,group D,some high school,standard,none,84,74,79
female,group C,some college,free reduced,completed,48,64,62
male,group B,associates degree,free reduced,none,54,60,52
male,group B,some college,standard,completed,61,65,61
male,group E,some college,standard,completed,80,77,67
male,group C,some high school,standard,none,63,55,52
female,group C,high school,standard,none,72,78,76
male,group A,associates degree,free reduced,completed,75,83,81
female,group C,some college,standard,none,66,75,73
female,group D,some high school,free reduced,completed,79,88,92
female,group C,high school,standard,completed,83,85,89
female,group D,some high school,standard,none,64,60,66
male,group E,masters degree,standard,none,73,61,55
female,group D,some college,standard,none,65,71,76
female,group B,some high school,standard,completed,61,63,65
male,group C,some college,free reduced,none,78,77,76
male,group C,some college,free reduced,none,61,64,59
male,group E,high school,free reduced,none,71,66,58
male,group D,some college,standard,none,76,78,79
female,group D,some high school,standard,completed,80,83,83
female,group D,associates degree,free reduced,none,58,61,58
female,group A,high school,standard,completed,63,71,72
female,group D,high school,standard,none,76,80,85
male,group D,some college,free reduced,completed,72,71,71
female,group D,high school,standard,none,59,76,70
male,group C,some college,standard,completed,75,68,72
male,group D,bachelors degree,free reduced,completed,75,79,82
female,group C,some college,free reduced,none,71,81,80
female,group C,associates degree,free reduced,completed,60,79,81
male,group C,associates degree,standard,completed,72,68,65
female,group D,high school,free reduced,none,59,68,69
male,group D,some college,free reduced,completed,61,61,63
male,group A,bachelors degree,free reduced,none,71,71,69
female,group E,high school,standard,none,52,54,55
male,group B,associates degree,standard,completed,75,64,76
female,group C,associates degree,standard,none,82,81,77
female,group D,bachelors degree,standard,completed,70,78,87
male,group A,some high school,standard,completed,77,68,65
male,group C,associates degree,standard,none,57,55,51
female,group C,associates degree,free reduced,completed,61,84,81
male,group E,some college,standard,none,83,77,71
male,group C,some college,free reduced,completed,38,36,40
male,group E,some college,free reduced,completed,90,91,90
female,group C,associates degree,free reduced,none,56,62,62
male,group C,some college,standard,none,63,57,57
female,group D,some college,standard,none,67,75,69
male,group D,some college,standard,none,74,67,64
female,group D,some college,free reduced,none,63,73,68
female,group D,some high school,standard,none,49,48,48
female,group B,some high school,free reduced,none,59,78,68
male,group B,bachelors degree,standard,none,91,87,86
female,group C,some high school,free reduced,none,23,38,35
female,group D,some college,standard,completed,73,84,90
male,group E,some high school,free reduced,completed,60,59,52
male,group C,some high school,standard,none,52,54,49
male,group D,masters degree,standard,none,79,75,76
female,group C,high school,standard,completed,37,52,51
male,group C,high school,free reduced,none,66,63,63
female,group D,high school,standard,none,72,80,77
female,group C,some high school,standard,completed,43,46,49
female,group A,associates degree,free reduced,none,58,65,63
male,group A,high school,standard,none,57,55,52
female,group E,some high school,free reduced,none,81,80,82
male,group C,some college,standard,none,73,67,65
male,group C,associates degree,standard,none,51,47,46
male,group D,associates degree,standard,none,52,58,56
female,group D,associates degree,free reduced,none,72,79,81
female,group C,bachelors degree,free reduced,none,60,87,80
male,group C,bachelors degree,standard,completed,69,70,71
male,group D,associates degree,standard,none,70,54,54
male,group E,some college,standard,none,100,92,87
male,group D,high school,standard,none,76,70,67
female,group B,bachelors degree,free reduced,completed,58,83,80
male,group B,associates degree,standard,none,76,60,53
male,group E,some high school,standard,completed,65,48,50
female,group C,high school,standard,none,59,71,69
male,group B,associates degree,standard,none,56,54,47
male,group E,some high school,standard,completed,86,76,76
male,group D,bachelors degree,free reduced,none,43,43,40
female,group C,some high school,standard,completed,66,76,79
female,group B,bachelors degree,free reduced,completed,77,100,100
male,group D,some college,standard,none,71,69,65
female,group E,bachelors degree,free reduced,none,90,81,83
female,group E,some high school,free reduced,completed,57,68,67
female,group D,some college,free reduced,none,76,80,82
female,group E,associates degree,standard,none,73,73,73
male,group D,bachelors degree,standard,completed,75,78,76
male,group C,high school,standard,none,68,66,64
male,group B,some high school,free reduced,completed,34,31,25
male,group C,bachelors degree,standard,none,74,68,72
male,group B,some college,standard,none,87,70,66
female,group B,some high school,free reduced,none,62,73,63
female,group C,some college,free reduced,none,39,52,51
male,group A,associates degree,standard,none,77,85,74
female,group D,some high school,standard,none,54,63,62
female,group B,associates degree,free reduced,none,32,51,44
female,group C,masters degree,free reduced,none,63,79,77
female,group C,some college,standard,none,56,62,66
female,group B,some high school,free reduced,none,40,57,49
female,group B,some high school,free reduced,none,59,75,75
male,group B,some college,standard,none,88,81,76
female,group C,bachelors degree,standard,completed,89,100,100
female,group C,some college,free reduced,none,45,77,69
female,group E,bachelors degree,standard,none,58,50,57
female,group D,associates degree,free reduced,none,67,81,84
male,group B,high school,standard,none,57,37,44
female,group C,some high school,standard,none,66,79,76
male,group C,some college,standard,completed,54,46,46
male,group B,bachelors degree,standard,none,71,74,69
female,group D,bachelors degree,standard,none,96,100,98
male,group B,some college,free reduced,none,49,49,41
male,group D,associates degree,standard,none,64,67,66
male,group B,some college,free reduced,completed,84,77,82
male,group E,high school,standard,none,71,65,64
female,group E,some college,standard,completed,72,73,74
male,group C,some high school,standard,completed,86,91,93
female,group C,some high school,standard,none,43,44,42
female,group B,associates degree,free reduced,none,63,74,69
male,group C,bachelors degree,free reduced,completed,35,42,45
female,group B,high school,free reduced,completed,62,78,75
female,group A,high school,free reduced,none,54,62,55
female,group A,bachelors degree,standard,none,80,85,91
male,group C,high school,standard,none,55,59,60
female,group D,bachelors degree,standard,none,67,68,75
male,group B,associates degree,standard,completed,81,78,79
male,group E,masters degree,free reduced,completed,65,59,53
male,group C,bachelors degree,standard,none,97,84,78
male,group C,bachelors degree,standard,none,93,88,90
female,group C,high school,free reduced,completed,83,90,88
female,group B,some college,free reduced,none,58,80,75
male,group E,some college,standard,none,77,69,65
female,group D,some college,standard,completed,66,77,80
female,group E,some college,free reduced,completed,95,100,100
male,group C,associates degree,free reduced,none,74,70,66
female,group D,high school,standard,none,40,42,47
female,group C,some high school,standard,none,79,89,84
male,group D,associates degree,free reduced,none,77,71,64
male,group C,some college,standard,completed,83,81,80
female,group C,some college,standard,completed,74,85,89
male,group D,some college,free reduced,completed,59,56,58
female,group B,bachelors degree,standard,none,72,78,85
female,group D,some high school,standard,completed,79,87,88
female,group D,associates degree,free reduced,none,75,76,79
female,group C,associates degree,free reduced,completed,88,89,93
male,group A,high school,standard,none,79,70,67
male,group C,some high school,free reduced,completed,62,75,67
male,group E,some college,standard,none,100,93,92
female,group C,some high school,free reduced,completed,50,59,61
male,group C,high school,standard,none,90,86,87
male,group D,associates degree,free reduced,none,81,84,79
male,group B,associates degree,standard,completed,79,83,87
female,group D,masters degree,standard,none,98,93,97
female,group C,high school,standard,none,68,70,67
female,group E,some college,standard,completed,85,86,92
male,group D,high school,standard,completed,64,62,60
female,group A,masters degree,standard,completed,85,88,86
male,group E,associates degree,free reduced,none,71,56,59
male,group C,some high school,standard,none,42,39,28
male,group C,masters degree,standard,none,67,62,60
female,group D,high school,standard,completed,74,90,89
male,group E,high school,standard,none,90,89,81
male,group C,some high school,free reduced,none,51,54,43
female,group A,bachelors degree,free reduced,none,66,79,73
female,group C,associates degree,free reduced,none,46,58,56
male,group D,some college,standard,none,73,67,65
male,group E,high school,free reduced,none,85,74,75
male,group B,some high school,standard,none,67,71,67
female,group E,high school,free reduced,none,75,77,73
female,group B,bachelors degree,standard,completed,84,96,100
male,group C,high school,free reduced,completed,75,81,76
male,group D,high school,standard,none,83,72,69
female,group D,some college,free reduced,none,46,65,60
female,group C,some high school,standard,none,59,72,67
male,group D,some high school,standard,none,76,70,67
female,group C,some college,free reduced,completed,43,73,64
male,group B,some college,standard,completed,79,81,76
female,group D,some college,standard,none,55,66,70
female,group E,bachelors degree,standard,completed,74,78,82
female,group C,bachelors degree,standard,completed,97,100,100
male,group C,bachelors degree,standard,completed,99,94,91
male,group C,bachelors degree,free reduced,none,51,45,43
male,group D,some high school,free reduced,none,59,54,49
female,group D,associates degree,standard,none,75,68,75
female,group C,associates degree,standard,none,75,90,88
female,group C,associates degree,standard,none,67,68,72
male,group D,some college,standard,none,74,75,77
male,group D,high school,free reduced,none,71,67,69
male,group B,high school,standard,none,67,70,65
male,group D,bachelors degree,standard,none,68,64,66
female,group C,some high school,free reduced,none,59,74,70
female,group A,associates degree,standard,none,74,78,73
female,group C,some college,standard,completed,44,56,60
male,group D,some high school,standard,none,63,60,66
female,group C,some college,free reduced,none,31,51,49
female,group C,masters degree,standard,completed,93,100,100
female,group C,high school,free reduced,none,28,41,42
female,group C,some high school,standard,none,62,71,66
female,group D,some college,free reduced,none,78,79,89
female,group C,associates degree,free reduced,completed,52,54,56
female,group C,high school,standard,completed,85,80,85
male,group D,high school,standard,completed,100,92,98
female,group B,some high school,standard,completed,76,87,92
male,group C,some college,standard,none,46,42,43
